word,pos,sentence
agenda,noun,Women's rights have been put back on the agenda (= are being discussed publicly again).
agenda,noun,She felt that some of the group had an agenda.
agenda,noun,Among the items on the agenda were next year’s budget and raising the membership dues.
agenda,noun,Finding a job is at the top of my agenda.
agenda,noun,She has a political agenda.
agenda,noun,"Agendas change with the times, as every CEO knows."
agenda,noun,"If you don't have a structured agenda, people will bring up side issues that aren't relevant to solving the problem."
agent,noun,Please contact our agent in Spain for further information.
agent,noun,a secret/foreign agent
agent,noun,a powerful cleaning agent
agent,noun,a travel agent
agent,noun,a secret agent
agent,noun,a cleaning agent
agent,noun,"Following the recent insurance scam, legislation is being put in place to ensure all agents protect their customers' best interests."
agent,noun,a talent/sports/theatrical agent
agent,noun,"To speak with one of our agents, please call us Monday - Friday between 8:30am and 5:00pm."
agent,noun,a federal/undercover/secret agent
agent,noun,Bioterrorism involves the use of biological agents such as viruses and bacteria as weapons of terror.
aggressive,adjective,The stereotype is that men tend to be more aggressive than women.
aggressive,adjective,an aggressive election campaign
aggressive,adjective,"The more aggressive the cancer, the further and faster it spreads."
aggressive,adjective,Brain cancer requires aggressive treatment such as surgery.
aggressive,adjective,The company mounted an aggressive marketing campaign.
aggressive,adjective,The company is aggressively pursuing new business opportunities.
aggressive,adjective,"Through aggressive marketing in Europe and Asia, the company pulled in an extra $4.5 billion and doubled its share prices."
aggressive,adjective,Many banks have become more aggressive in making loans to boost revenue growth.
aggressive,adjective,"He moved his money into more aggressive investments, including hedge funds and publicly traded stocks."
ago,adverb,He left the house over an hour ago.
ago,adverb,That was a few years ago.
agree,verb,Ann and I never seem to agree.
agree,verb,They agreed not to tell anyone about what had happened.
agree,verb,"I suggested that we should meet, and they agreed (= said yes)."
agree,verb,We have five accounts of what happened and none of them agree.
agree,verb,I agree with you.
agree,verb,"Since their stories did not agree at all, he knew one of them was lying."
agree,verb,Federal regulators and US lenders agreed to freeze interest rates on subprime mortgages for five years.
agree,verb,The credit card company agreed that we'd been overcharged and will credit the amount in our next bill.
agreement,noun,The whole family was in agreement with her about/on what they should do.
agreement,noun,The dispute was settled by an agreement that satisfied both sides.
agreement,noun,a new trade agreement
agreement,noun,"Based on the rental agreement between the landlord and the tenant, either party must give 30 days notice to terminate the agreement."
agreement,noun,Most of the county's lawmakers are in agreement with administration officials on the proposal.
ah,exclamation,"Ah, I see."
ah,exclamation,"Ah, so that’s what the problem was!"
ahead,adverb,The road ahead is very busy.
ahead,adverb,Barcelona was ahead after ten minutes.
ahead,adverb,"All the children in the class are doing well, but Sophie is way (= far) ahead."
ahead,adverb,He likes to throw his curveball when he is ahead in the count.
ahead,adverb,He couldn't bear to think of the lonely year ahead.
ahead,adverb,"It was already 10 AM in Moscow when the news broke in London that morning, because Moscow is three hours ahead."
ahead,adverb,"She only had a few things in her shopping cart, so I told her she could go ahead of me in the checkout line."
ahead,adverb,Sophie is way ahead of the rest of her class.
ahead,adverb,We have a lot of hard work ahead of us.
ahead,adverb,First-half figures showed that pre-tax profits were ahead by 8% to £94.8m.
ahead,adverb,To get ahead in the industry you need the right tools and the right connections.
aid,noun,"teaching aids, such as books and videos"
aid,noun,He gets about with the aid of a walking stick.
aid,noun,"The Vatican has agreed to donate £80,000 in humanitarian aid to countries affected by the war."
aid,noun,She went to the aid of a man trapped in his car.
aid,noun,a concert in aid of famine relief
aid,verb,Huge projects designed to aid poorer countries can sometimes do more harm than good.
aid,verb,Three auditors were accused of aiding and abetting the men charged with fraud.
aid,noun,He gets around with the aid of a cane.
aid,noun,foreign aid
